requirement_id,source_section,requirement,implementation_path,verification_command,evidence_path,status,blocker
R30.004,requirements.md §30,ADMIN,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.005,requirements.md §30,objective weights,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.006,requirements.md §30,constraints,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.007,requirements.md §30,comments,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.008,requirements.md §30,proposal,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.009,requirements.md §30,方案版本,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.010,requirements.md §30,方案比较,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.011,requirements.md §30,约束冲突检测,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.012,requirements.md §30,意见记录,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.013,requirements.md §30,审核状态,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.014,requirements.md §30,事实,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.015,requirements.md §30,模型结果,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.016,requirements.md §30,方案差异,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R30.017,requirements.md §30,约束冲突,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.000,requirements.md §31,空间优化示范,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.001,requirements.md §31,SpatialOptimizationModel,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.002,requirements.md §31,candidate units,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.003,requirements.md §31,benefit,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.004,requirements.md §31,ecological cost,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.005,requirements.md §31,risk,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.006,requirements.md §31,budget,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.007,requirements.md §31,area requirement,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.008,requirements.md §31,hard constraints,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.009,requirements.md §31,selected units,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.010,requirements.md §31,objective values,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.011,requirements.md §31,constraint satisfaction,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.012,requirements.md §31,MILP,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R31.013,requirements.md §31,hard constraint,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.000,requirements.md §32,Provenance / 科研追溯,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.001,requirements.md §32,是谁运行,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.002,requirements.md §32,什么时候运行,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.003,requirements.md §32,什么场景,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.004,requirements.md §32,用了什么数据,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.005,requirements.md §32,数据什么版本,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.006,requirements.md §32,用了什么模型,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.007,requirements.md §32,模型什么版本,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.008,requirements.md §32,用了什么参数,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.009,requirements.md §32,做了什么转换,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R32.010,requirements.md §32,产生了什么结果,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R33.000,requirements.md §33,结果版本管理,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R33.001,requirements.md §33,Result,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R33.002,requirements.md §33,ResultRevision,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R33.003,requirements.md §33,ResultManifest,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.000,requirements.md §34,质量状态,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.001,requirements.md §34,RAW,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.002,requirements.md §34,VALIDATED,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.003,requirements.md §34,REVIEWED,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.004,requirements.md §34,PUBLISHED,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.005,requirements.md §34,REJECTED,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.006,requirements.md §34,Execution Status,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.007,requirements.md §34,Scientific Validation Status,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.008,requirements.md §34,Review Status,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R34.009,requirements.md §34,SUCCESS,docs/implementation-plan.md,make acceptance,,NOT_RUN,尚未实现或验证
R35.000,requirements.md §35,Web前端页面,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R35.001,requirements.md §35,/login,apps/web/src/App.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.002,requirements.md §35,/dashboard,apps/web/src/Dashboard.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.003,requirements.md §35,/models,apps/web/src/Catalog.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.004,requirements.md §35,/models/:id,apps/web/src/Catalog.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.005,requirements.md §35,/knowledge-graph,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R35.006,requirements.md §35,/planner,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R35.007,requirements.md §35,/workflows,apps/web/src/Catalog.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.008,requirements.md §35,/workflows/:id,apps/web/src/Workflow.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.009,requirements.md §35,/scenes,apps/web/src/Catalog.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.010,requirements.md §35,/scenes/:id,apps/web/src/Catalog.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.011,requirements.md §35,/data,apps/web/src/Catalog.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.012,requirements.md §35,/assessments,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R35.013,requirements.md §35,/runs,apps/web/src/Runs.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.014,requirements.md §35,/runs/:id,apps/web/src/Runs.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.015,requirements.md §35,/results,apps/web/src/Results.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.016,requirements.md §35,/results/:id,apps/web/src/Results.tsx,npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,基础页面及真实纵向链路已实现；完整页操作及最终全范围验收仍未完成
R35.017,requirements.md §35,/research,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R35.018,requirements.md §35,/admin,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R36.000,requirements.md §36,Dashboard,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.001,requirements.md §36,场景数量,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.002,requirements.md §36,模型数量,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.003,requirements.md §36,可执行模型数量,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.004,requirements.md §36,工作流数量,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.005,requirements.md §36,最近运行,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.006,requirements.md §36,运行状态,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.007,requirements.md §36,数据资产数量,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.008,requirements.md §36,结果数量,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R36.009,requirements.md §36,质量状态,apps/web/src/Dashboard.tsx;src/coastmas/app/workspace_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R37.000,requirements.md §37,Model Center,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.001,requirements.md §37,模型列表,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.002,requirements.md §37,模型类型,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.003,requirements.md §37,版本,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.004,requirements.md §37,验证状态,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.005,requirements.md §37,执行状态,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.006,requirements.md §37,输入,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.007,requirements.md §37,输出,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.008,requirements.md §37,参数,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.009,requirements.md §37,约束,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.010,requirements.md §37,模型详情,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.011,requirements.md §37,模型关系,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R37.012,requirements.md §37,测试运行,src/coastmas/core/decomposition.py;src/coastmas/core/matching.py;src/coastmas/app/model_routes.py,.venv/bin/python -m pytest tests/unit/test_decomposition.py tests/unit/test_matching.py tests/integration/test_model_api.py -q,artifacts/evidence/20260920T085803263518Z-model-catalog-full.json,NOT_RUN,组件与真实 API 已验证；完整注册执行审批、多节点规划、前端及统一验收尚未完成
R38.000,requirements.md §38,Smart Planner,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.001,requirements.md §38,自然语言任务输入,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.002,requirements.md §38,结构化任务拆解,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.003,requirements.md §38,候选模型,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.004,requirements.md §38,缺失数据,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.005,requirements.md §38,约束,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.006,requirements.md §38,推荐依据,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R38.007,requirements.md §38,生成Workflow,src/coastmas/planner/,make research,,NOT_RUN,尚未实现或验证
R39.000,requirements.md §39,Workflow Studio,apps/web/src/Workflow.tsx;apps/web/src/workflow-graph.ts,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R39.001,requirements.md §39,Data Node,apps/web/src/Workflow.tsx;apps/web/src/workflow-graph.ts,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R39.002,requirements.md §39,Transform Node,apps/web/src/Workflow.tsx;apps/web/src/workflow-graph.ts,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R39.003,requirements.md §39,Model Node,apps/web/src/Workflow.tsx;apps/web/src/workflow-graph.ts,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R39.004,requirements.md §39,Validation Node,apps/web/src/Workflow.tsx;apps/web/src/workflow-graph.ts,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R39.005,requirements.md §39,Output Node,apps/web/src/Workflow.tsx;apps/web/src/workflow-graph.ts,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R40.000,requirements.md §40,Scene Workspace,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.001,requirements.md §40,Scene Tree,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.002,requirements.md §40,Data,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.003,requirements.md §40,Entity,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.004,requirements.md §40,Layer,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.005,requirements.md §40,Map,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.006,requirements.md §40,Scene Config,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.007,requirements.md §40,Bindings,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.008,requirements.md §40,Parameters,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.009,requirements.md §40,Validation,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.010,requirements.md §40,Job Status,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R40.011,requirements.md §40,Log,apps/web/,make e2e,,NOT_RUN,尚未实现或验证
R41.000,requirements.md §41,Run Center,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.001,requirements.md §41,Queued,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.002,requirements.md §41,Running,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.003,requirements.md §41,Succeeded,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.004,requirements.md §41,Failed,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.005,requirements.md §41,Cancelled,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.006,requirements.md §41,cancel,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.007,requirements.md §41,retry,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.008,requirements.md §41,view logs,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R41.009,requirements.md §41,view manifest,apps/web/src/Runs.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R42.000,requirements.md §42,Result Center,apps/web/src/Results.tsx;apps/web/src/GeoMap.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R42.001,requirements.md §42,地图,apps/web/src/Results.tsx;apps/web/src/GeoMap.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R42.002,requirements.md §42,图层,apps/web/src/Results.tsx;apps/web/src/GeoMap.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R42.003,requirements.md §42,表格,apps/web/src/Results.tsx;apps/web/src/GeoMap.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R42.004,requirements.md §42,统计图,apps/web/src/Results.tsx;apps/web/src/GeoMap.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
R42.005,requirements.md §42,时间序列,apps/web/src/Results.tsx;apps/web/src/GeoMap.tsx;src/coastmas/app/run_routes.py,npm --prefix apps/web test && npm --prefix apps/web run e2e,artifacts/evidence/20260920T121848342743Z-web-coastal-map-chart-e2e.json,NOT_RUN,真实基础交互/计算/结果链路已验证；完整编辑、日志、比较、时间序列及全部操作验收仍未完成
